MatchID,Map,AverageRank,EconRating,FirstBloods,SpikePlants,Kills,Deaths,KD_Ratio,TeamWin
VAL-00433,Ascent,Silver,70,18,9,47,85,0.55,1
VAL-00434,Haven,Gold,37,9,8,73,66,1.11,0
VAL-00435,Split,Platinum,54,16,7,65,79,0.82,0
VAL-00436,Bind,Silver,59,13,6,57,66,0.86,0
VAL-00437,Ascent,Silver,54,14,5,53,72,0.74,0
VAL-00438,Pearl,Diamond,49,15,7,51,60,0.85,0
VAL-00439,Lotus,Diamond,72,12,4,65,63,1.03,1
VAL-00440,Pearl,Silver,57,10,9,61,64,0.95,0
VAL-00441,Icebox,Platinum,47,9,4,42,61,0.69,0
VAL-00442,Ascent,Gold,67,11,11,57,57,1.0,1
VAL-00443,Pearl,Platinum,72,17,7,56,68,0.82,1
VAL-00444,Pearl,Diamond,69,7,10,72,56,1.29,1
VAL-00445,Sunset,Silver,50,11,4,63,64,0.98,0
VAL-00446,Haven,Diamond,51,6,12,56,58,0.97,1
VAL-00447,Sunset,Gold,43,10,4,52,76,0.68,0
VAL-00448,Ascent,Platinum,58,12,7,63,72,0.88,0
VAL-00449,Ascent,Platinum,68,18,3,54,54,1.0,1
VAL-00450,Split,Ascendant,62,18,7,45,57,0.79,0
VAL-00451,Sunset,Silver,76,5,7,64,57,1.12,1
VAL-00452,Breeze,Silver,32,6,0,59,62,0.95,1
VAL-00453,Haven,Silver,57,11,7,58,39,1.49,1
VAL-00454,Ascent,Immortal,65,15,9,61,65,0.94,1
VAL-00455,Split,Platinum,48,6,4,65,46,1.41,0
VAL-00456,Sunset,Platinum,41,11,6,47,54,0.87,0
VAL-00457,Haven,Silver,41,16,6,52,66,0.79,0
VAL-00458,Sunset,Diamond,56,17,12,75,77,0.97,1
VAL-00459,Pearl,Diamond,40,11,8,71,59,1.2,1
VAL-00460,Split,Platinum,73,4,5,80,64,1.25,1
VAL-00461,Haven,Gold,61,16,4,68,49,1.39,1
VAL-00462,Icebox,Silver,53,8,2,67,56,1.2,0
VAL-00463,Icebox,Platinum,54,14,7,59,52,1.13,1
VAL-00464,Haven,Platinum,68,8,7,45,62,0.73,0
VAL-00465,Sunset,Silver,71,12,3,67,49,1.37,1
VAL-00466,Split,Platinum,44,13,3,59,72,0.82,0
VAL-00467,Icebox,Gold,46,17,8,43,53,0.81,0
VAL-00468,Split,Diamond,51,6,10,66,58,1.14,1
VAL-00469,Icebox,Gold,48,8,6,71,53,1.34,1
VAL-00470,Pearl,Silver,33,18,9,52,47,1.11,1
VAL-00471,Sunset,Gold,45,13,7,56,44,1.27,1
VAL-00472,Pearl,Gold,47,9,13,64,36,1.78,1
VAL-00473,Icebox,Silver,41,15,7,51,59,0.86,0
VAL-00474,Pearl,Diamond,60,8,11,59,70,0.84,0
VAL-00475,Icebox,Silver,53,13,9,62,55,1.13,1
VAL-00476,Haven,Gold,62,9,5,68,47,1.45,1
VAL-00477,Pearl,Silver,43,17,9,60,52,1.15,1
VAL-00478,Bind,Silver,63,9,7,65,57,1.14,0
VAL-00479,Sunset,Gold,57,1,4,58,53,1.09,0
VAL-00480,Ascent,Silver,48,10,7,61,69,0.88,0
VAL-00481,Breeze,Platinum,74,9,6,64,73,0.88,1
VAL-00482,Pearl,Silver,56,11,7,35,57,0.61,0
VAL-00483,Lotus,Platinum,49,14,7,53,44,1.2,1
VAL-00484,Sunset,Silver,58,7,6,71,50,1.42,1
VAL-00485,Bind,Silver,44,9,4,40,59,0.68,1
VAL-00486,Bind,Gold,53,12,11,64,46,1.39,1
VAL-00487,Icebox,Diamond,79,9,7,74,60,1.23,1
VAL-00488,Icebox,Platinum,34,12,8,71,64,1.11,0
VAL-00489,Breeze,Diamond,49,14,6,68,58,1.17,1
VAL-00490,Haven,Silver,53,12,6,77,60,1.28,1
VAL-00491,Lotus,Diamond,51,16,8,72,50,1.44,0
VAL-00492,Ascent,Silver,49,8,11,56,53,1.06,1
VAL-00493,Breeze,Silver,75,10,2,67,59,1.14,1
VAL-00494,Split,Platinum,48,18,4,46,55,0.84,0
VAL-00495,Ascent,Gold,60,9,6,70,60,1.17,1
VAL-00496,Pearl,Immortal,48,22,5,59,49,1.2,1
VAL-00497,Sunset,Silver,60,16,13,71,45,1.58,1
VAL-00498,Split,Immortal,66,9,6,63,58,1.09,1
VAL-00499,Split,Platinum,54,14,8,70,71,0.99,1
VAL-00500,Breeze,Platinum,48,13,6,61,44,1.39,1
VAL-00501,Haven,Silver,54,6,0,57,74,0.77,0
VAL-00502,Breeze,Gold,61,18,6,63,75,0.84,0
VAL-00503,Pearl,Ascendant,65,15,3,45,41,1.1,0
VAL-00504,Haven,Gold,58,18,8,59,73,0.81,1
VAL-00505,Pearl,Platinum,54,16,6,56,46,1.22,1
VAL-00506,Haven,Immortal,70,13,5,46,64,0.72,0
VAL-00507,Bind,Gold,47,16,7,53,76,0.7,0
VAL-00508,Split,Platinum,50,7,6,47,64,0.73,0
VAL-00509,Lotus,Platinum,77,20,10,45,65,0.69,1
VAL-00510,Sunset,Silver,54,15,9,54,68,0.79,0
VAL-00511,Pearl,Silver,63,4,12,65,91,0.71,0
VAL-00512,Ascent,Gold,44,6,9,45,54,0.83,0
VAL-00513,Haven,Gold,67,13,8,60,72,0.83,0
VAL-00514,Sunset,Platinum,41,8,9,62,47,1.32,1
VAL-00515,Ascent,Silver,40,14,9,59,48,1.23,1
VAL-00516,Sunset,Ascendant,66,8,2,68,64,1.06,0
VAL-00517,Lotus,Silver,51,7,9,91,70,1.3,1
VAL-00518,Ascent,Platinum,52,10,2,77,66,1.17,0
VAL-00519,Breeze,Platinum,60,25,1,54,56,0.96,1
VAL-00520,Icebox,Silver,52,8,4,50,56,0.89,0
VAL-00521,Breeze,Silver,42,17,8,55,52,1.06,1
VAL-00522,Icebox,Diamond,48,9,3,65,63,1.03,0
VAL-00523,Breeze,Diamond,43,12,9,60,65,0.92,0
VAL-00524,Icebox,Gold,69,12,12,60,71,0.85,0
VAL-00525,Icebox,Gold,69,12,6,61,46,1.33,0
VAL-00526,Split,Gold,45,12,8,61,97,0.63,0
VAL-00527,Haven,Silver,60,13,5,63,49,1.29,1
VAL-00528,Haven,Platinum,52,6,3,69,50,1.38,0
VAL-00529,Split,Diamond,73,11,6,63,58,1.09,1
VAL-00530,Sunset,Gold,83,12,5,49,60,0.82,1
VAL-00531,Bind,Immortal,64,14,6,69,66,1.05,0
VAL-00532,Sunset,Silver,49,11,5,71,66,1.08,0
VAL-00533,Ascent,Platinum,41,14,3,59,67,0.88,0
VAL-00534,Ascent,Gold,58,9,7,63,75,0.84,0
VAL-00535,Icebox,Gold,53,10,1,55,70,0.79,0
VAL-00536,Breeze,Gold,38,13,9,52,47,1.11,1
VAL-00537,Breeze,Gold,56,8,2,53,56,0.95,0
VAL-00538,Haven,Platinum,80,10,5,54,54,1.0,1
VAL-00539,Pearl,Platinum,65,10,11,74,58,1.28,1
VAL-00540,Sunset,Gold,41,10,9,59,73,0.81,0
VAL-00541,Lotus,Diamond,55,12,7,52,68,0.76,0
VAL-00542,Breeze,Gold,59,8,13,58,59,0.98,1
VAL-00543,Lotus,Platinum,61,15,7,67,72,0.93,1
VAL-00544,Icebox,Silver,35,11,10,75,70,1.07,1
VAL-00545,Lotus,Silver,54,14,5,65,46,1.41,1
VAL-00546,Split,Gold,58,7,0,60,51,1.18,1
VAL-00547,Lotus,Platinum,53,1,8,77,64,1.2,0
VAL-00548,Bind,Platinum,32,16,8,58,59,0.98,0
VAL-00549,Icebox,Gold,53,13,8,57,68,0.84,0
VAL-00550,Sunset,Silver,64,14,3,48,56,0.86,1
VAL-00551,Split,Gold,48,17,13,54,68,0.79,1
VAL-00552,Breeze,Platinum,49,8,4,48,60,0.8,0
VAL-00553,Ascent,Platinum,72,5,7,47,66,0.71,1
VAL-00554,Sunset,Silver,53,16,8,59,64,0.92,1
VAL-00555,Ascent,Silver,56,15,9,55,57,0.96,1
VAL-00556,Icebox,Diamond,33,16,5,72,77,0.94,0
VAL-00557,Split,Silver,42,19,9,63,57,1.11,1
VAL-00558,Haven,Silver,81,7,12,67,82,0.82,1
VAL-00559,Breeze,Silver,75,16,6,65,42,1.55,1
VAL-00560,Bind,Gold,61,11,5,49,49,1.0,0
VAL-00561,Haven,Gold,28,16,4,58,62,0.94,0
VAL-00562,Icebox,Platinum,39,19,8,64,45,1.42,1
VAL-00563,Sunset,Gold,39,12,4,43,55,0.78,0
VAL-00564,Bind,Platinum,39,9,9,42,68,0.62,0
VAL-00565,Lotus,Silver,50,7,6,62,58,1.07,0
VAL-00566,Bind,Diamond,64,3,6,58,67,0.87,0
VAL-00567,Icebox,Platinum,47,18,4,25,74,0.34,0
VAL-00568,Pearl,Platinum,51,18,13,42,65,0.65,1
VAL-00569,Lotus,Silver,51,16,7,50,50,1.0,1
VAL-00570,Ascent,Silver,66,11,4,65,59,1.1,1
VAL-00571,Breeze,Gold,66,15,8,55,59,0.93,1
VAL-00572,Ascent,Platinum,57,13,2,71,61,1.16,1
VAL-00573,Bind,Silver,70,7,5,53,56,0.95,0
VAL-00574,Ascent,Ascendant,50,17,8,54,61,0.89,1
VAL-00575,Icebox,Immortal,76,14,9,83,69,1.2,1
VAL-00576,Sunset,Gold,48,15,10,68,35,1.94,1
VAL-00577,Breeze,Ascendant,31,13,11,71,66,1.08,1
VAL-00578,Ascent,Silver,40,13,6,53,53,1.0,1
VAL-00579,Ascent,Silver,39,13,10,58,41,1.41,1
VAL-00580,Bind,Silver,46,11,9,60,43,1.4,0
VAL-00581,Sunset,Platinum,69,14,10,58,64,0.91,1
VAL-00582,Haven,Silver,50,20,3,62,57,1.09,1
VAL-00583,Ascent,Ascendant,39,14,8,62,75,0.83,0
VAL-00584,Icebox,Silver,38,16,6,58,74,0.78,0
VAL-00585,Pearl,Gold,54,7,11,57,48,1.19,1
VAL-00586,Breeze,Diamond,73,15,7,74,59,1.25,1
VAL-00587,Ascent,Silver,58,14,6,51,74,0.69,0
VAL-00588,Icebox,Silver,66,16,6,55,51,1.08,1
VAL-00589,Icebox,Platinum,60,10,6,46,78,0.59,1
VAL-00590,Breeze,Gold,37,16,7,51,59,0.86,0
VAL-00591,Haven,Silver,62,9,8,55,64,0.86,0
VAL-00592,Icebox,Gold,41,17,6,61,61,1.0,0
VAL-00593,Pearl,Gold,50,17,6,68,62,1.1,1
VAL-00594,Icebox,Ascendant,46,8,4,69,68,1.01,0
VAL-00595,Icebox,Diamond,54,13,11,74,51,1.45,1
VAL-00596,Icebox,Gold,52,11,6,50,62,0.81,0
VAL-00597,Haven,Gold,50,14,8,51,61,0.84,0
VAL-00598,Ascent,Gold,52,12,8,49,63,0.78,0
VAL-00599,Icebox,Ascendant,58,11,8,78,72,1.08,1
VAL-00600,Sunset,Silver,52,10,6,66,60,1.1,0
VAL-00601,Ascent,Gold,53,18,9,69,65,1.06,0
VAL-00602,Haven,Platinum,79,9,11,48,77,0.62,1
VAL-00603,Split,Ascendant,67,10,9,60,68,0.88,0
VAL-00604,Ascent,Silver,49,7,8,66,61,1.08,0
VAL-00605,Ascent,Silver,56,15,9,46,56,0.82,1
VAL-00606,Lotus,Silver,55,16,7,55,73,0.75,0
VAL-00607,Bind,Silver,56,14,6,64,48,1.33,1
VAL-00608,Lotus,Platinum,55,9,13,38,65,0.58,0
VAL-00609,Pearl,Platinum,56,5,12,75,62,1.21,1
VAL-00610,Bind,Platinum,52,14,6,67,64,1.05,1
VAL-00611,Breeze,Silver,48,16,10,49,69,0.71,0
VAL-00612,Breeze,Silver,50,10,8,60,55,1.09,1
VAL-00613,Haven,Silver,34,12,7,65,52,1.25,1
VAL-00614,Bind,Gold,63,6,12,61,47,1.3,0
VAL-00615,Ascent,Diamond,61,9,7,59,60,0.98,1
VAL-00616,Breeze,Silver,79,14,8,59,70,0.84,1
VAL-00617,Icebox,Silver,41,12,8,68,52,1.31,0
VAL-00618,Sunset,Gold,50,13,3,68,43,1.58,1
VAL-00619,Ascent,Gold,69,17,8,67,52,1.29,1
VAL-00620,Pearl,Gold,59,7,3,67,65,1.03,0
VAL-00621,Icebox,Diamond,75,13,9,65,60,1.08,1
VAL-00622,Icebox,Silver,73,9,9,66,66,1.0,1
VAL-00623,Bind,Platinum,26,11,11,77,68,1.13,1
VAL-00624,Haven,Gold,58,13,9,59,70,0.84,0
VAL-00625,Pearl,Gold,58,7,13,43,52,0.83,0
VAL-00626,Breeze,Ascendant,55,9,3,72,78,0.92,0
VAL-00627,Bind,Silver,50,10,7,65,60,1.08,0
VAL-00628,Breeze,Platinum,74,14,10,65,66,0.98,0
VAL-00629,Bind,Gold,55,16,10,51,60,0.85,1
VAL-00630,Bind,Gold,20,5,5,43,66,0.65,0
VAL-00631,Bind,Diamond,50,9,11,63,55,1.15,1
VAL-00632,Haven,Diamond,80,11,3,57,54,1.06,1
VAL-00633,Bind,Diamond,42,11,5,60,63,0.95,0
VAL-00634,Split,Platinum,70,14,8,55,70,0.79,0
VAL-00635,Sunset,Silver,68,7,8,61,73,0.84,0
VAL-00636,Breeze,Platinum,52,11,11,53,56,0.95,1
VAL-00637,Ascent,Platinum,57,10,10,75,69,1.09,0
VAL-00638,Lotus,Silver,54,15,6,58,63,0.92,0
VAL-00639,Pearl,Gold,49,12,11,69,61,1.13,1
VAL-00640,Haven,Diamond,47,10,9,65,62,1.05,1
VAL-00641,Ascent,Gold,72,17,9,73,60,1.22,1
VAL-00642,Icebox,Gold,53,10,9,62,65,0.95,0
VAL-00643,Split,Diamond,46,9,6,69,43,1.6,1
VAL-00644,Lotus,Silver,62,14,10,67,45,1.49,1
VAL-00645,Ascent,Silver,60,10,8,76,53,1.43,1
VAL-00646,Ascent,Platinum,37,12,10,67,68,0.99,0
VAL-00647,Split,Gold,47,19,11,52,64,0.81,1
VAL-00648,Lotus,Platinum,35,10,7,58,61,0.95,0
VAL-00649,Icebox,Silver,86,8,10,48,73,0.66,0
VAL-00650,Bind,Gold,51,11,6,57,56,1.02,0
VAL-00651,Breeze,Silver,47,11,6,46,64,0.72,0
VAL-00652,Icebox,Ascendant,49,15,7,68,56,1.21,1
VAL-00653,Bind,Gold,46,7,7,42,57,0.74,0
VAL-00654,Haven,Gold,53,23,8,49,75,0.65,0
VAL-00655,Sunset,Silver,70,9,4,63,58,1.09,0
VAL-00656,Pearl,Silver,56,14,9,68,62,1.1,1
VAL-00657,Pearl,Gold,38,16,7,40,60,0.67,0
VAL-00658,Breeze,Silver,41,13,1,64,60,1.07,0
VAL-00659,Lotus,Gold,57,14,8,66,65,1.02,0
VAL-00660,Split,Gold,45,12,11,43,49,0.88,0
VAL-00661,Lotus,Diamond,53,15,10,42,49,0.86,1
VAL-00662,Split,Platinum,87,10,7,60,59,1.02,0
VAL-00663,Lotus,Gold,43,9,6,65,58,1.12,0
VAL-00664,Sunset,Silver,38,5,10,55,67,0.82,0
VAL-00665,Haven,Platinum,46,14,6,62,70,0.89,1
VAL-00666,Haven,Platinum,33,11,7,60,49,1.22,0
VAL-00667,Bind,Silver,70,13,13,80,49,1.63,1
VAL-00668,Haven,Ascendant,41,11,11,38,57,0.67,1
VAL-00669,Haven,Silver,43,17,6,55,56,0.98,0
VAL-00670,Icebox,Silver,39,11,9,56,61,0.92,0
VAL-00671,Icebox,Silver,35,10,12,43,69,0.62,0
VAL-00672,Bind,Ascendant,54,10,8,64,63,1.02,0
VAL-00673,Breeze,Gold,46,14,4,54,67,0.81,0
VAL-00674,Icebox,Diamond,33,24,8,51,55,0.93,1
VAL-00675,Breeze,Silver,51,17,6,47,53,0.89,0
VAL-00676,Ascent,Gold,59,7,6,61,54,1.13,0
VAL-00677,Icebox,Gold,50,13,5,65,57,1.14,1
VAL-00678,Sunset,Diamond,62,9,4,58,62,0.94,1
VAL-00679,Bind,Silver,75,10,5,69,59,1.17,1
VAL-00680,Ascent,Silver,65,11,9,64,54,1.19,1
VAL-00681,Sunset,Silver,58,12,10,78,60,1.3,1
VAL-00682,Sunset,Diamond,65,16,13,49,55,0.89,1
VAL-00683,Sunset,Gold,82,11,6,46,48,0.96,1
VAL-00684,Breeze,Gold,38,13,5,66,67,0.99,0
VAL-00685,Lotus,Gold,63,12,10,57,59,0.97,1
VAL-00686,Ascent,Ascendant,43,9,3,47,61,0.77,0
VAL-00687,Split,Diamond,58,10,1,50,62,0.81,0
VAL-00688,Ascent,Platinum,39,10,10,67,58,1.16,1
VAL-00689,Lotus,Gold,64,15,4,69,63,1.1,1
VAL-00690,Ascent,Silver,58,11,5,68,79,0.86,0
VAL-00691,Haven,Ascendant,73,19,9,61,71,0.86,1
VAL-00692,Split,Gold,52,9,7,58,53,1.09,0
VAL-00693,Lotus,Gold,51,9,6,58,42,1.38,1
VAL-00694,Breeze,Gold,51,8,3,63,70,0.9,0
VAL-00695,Pearl,Ascendant,85,12,5,62,65,0.95,1
VAL-00696,Lotus,Gold,63,10,6,50,65,0.77,0
VAL-00697,Bind,Platinum,71,11,6,70,54,1.3,1
VAL-00698,Lotus,Diamond,64,16,9,60,54,1.11,1
VAL-00699,Haven,Gold,66,11,8,38,62,0.61,1
VAL-00700,Pearl,Silver,37,10,6,47,64,0.73,0
VAL-00701,Haven,Immortal,48,13,7,56,80,0.7,0
VAL-00702,Pearl,Ascendant,48,13,12,62,68,0.91,1
VAL-00703,Bind,Diamond,56,15,8,60,63,0.95,0
VAL-00704,Breeze,Platinum,54,15,11,53,32,1.66,1
VAL-00705,Haven,Gold,36,14,5,72,63,1.14,0
VAL-00706,Haven,Ascendant,56,16,6,68,61,1.11,1
VAL-00707,Sunset,Gold,31,9,6,60,49,1.22,0
VAL-00708,Pearl,Diamond,64,12,8,44,66,0.67,0
VAL-00709,Icebox,Ascendant,56,12,8,57,73,0.78,0
VAL-00710,Pearl,Platinum,70,12,9,56,79,0.71,0
VAL-00711,Sunset,Diamond,58,24,0,43,61,0.7,0
VAL-00712,Ascent,Diamond,49,16,4,65,55,1.18,1
VAL-00713,Pearl,Silver,36,16,8,62,72,0.86,0
VAL-00714,Breeze,Platinum,50,11,13,50,52,0.96,1
VAL-00715,Sunset,Silver,46,12,5,62,62,1.0,0
VAL-00716,Ascent,Gold,59,15,13,70,48,1.46,1
VAL-00717,Split,Silver,50,18,3,65,71,0.92,0
VAL-00718,Sunset,Gold,62,9,8,54,54,1.0,1
VAL-00719,Split,Diamond,71,10,7,84,69,1.22,1
VAL-00720,Haven,Immortal,38,11,6,64,61,1.05,0
VAL-00721,Sunset,Gold,55,13,10,54,66,0.82,0
VAL-00722,Bind,Gold,54,15,7,76,57,1.33,1
VAL-00723,Split,Gold,59,15,2,42,63,0.67,0
VAL-00724,Breeze,Ascendant,63,14,1,48,70,0.69,0
VAL-00725,Bind,Gold,74,9,4,55,55,1.0,0
VAL-00726,Lotus,Platinum,42,11,9,70,64,1.09,1
VAL-00727,Lotus,Ascendant,36,7,6,53,73,0.73,0
VAL-00728,Ascent,Gold,57,16,10,59,51,1.16,1
VAL-00729,Haven,Ascendant,60,12,7,51,53,0.96,1
VAL-00730,Sunset,Ascendant,64,7,8,67,53,1.26,0
VAL-00731,Icebox,Ascendant,46,21,12,65,58,1.12,1
VAL-00732,Breeze,Gold,36,2,6,45,45,1.0,0
VAL-00733,Split,Gold,70,12,13,60,61,0.98,1
VAL-00734,Bind,Diamond,61,17,9,63,78,0.81,0
VAL-00735,Lotus,Gold,50,10,4,58,61,0.95,0
VAL-00736,Breeze,Platinum,29,13,3,59,81,0.73,0
VAL-00737,Icebox,Silver,47,14,3,53,45,1.18,0
VAL-00738,Sunset,Silver,63,3,7,68,48,1.42,1
VAL-00739,Ascent,Gold,60,8,2,52,43,1.21,1
VAL-00740,Icebox,Platinum,38,12,12,69,34,2.03,0
VAL-00741,Breeze,Gold,62,12,13,60,61,0.98,1
VAL-00742,Icebox,Platinum,54,7,2,55,49,1.12,1
VAL-00743,Breeze,Gold,70,12,8,59,38,1.55,1
VAL-00744,Breeze,Platinum,47,14,1,61,57,1.07,0
VAL-00745,Pearl,Platinum,48,17,9,57,60,0.95,1
VAL-00746,Split,Gold,56,13,10,56,63,0.89,1
VAL-00747,Lotus,Gold,50,8,7,50,58,0.86,0
VAL-00748,Pearl,Silver,45,14,8,74,66,1.12,1
VAL-00749,Sunset,Gold,77,15,5,52,51,1.02,0
VAL-00750,Pearl,Platinum,72,11,7,48,50,0.96,1
VAL-00751,Haven,Gold,43,10,9,64,73,0.88,1
VAL-00752,Haven,Gold,58,10,6,41,76,0.54,0
VAL-00753,Lotus,Platinum,37,15,11,60,47,1.28,1
VAL-00754,Icebox,Silver,75,11,5,49,62,0.79,0
VAL-00755,Split,Ascendant,64,13,6,64,51,1.25,1
VAL-00756,Lotus,Silver,67,9,1,58,50,1.16,0
VAL-00757,Breeze,Ascendant,52,12,13,51,62,0.82,1
VAL-00758,Bind,Gold,69,8,1,58,63,0.92,0
VAL-00759,Split,Gold,69,10,10,64,56,1.14,0
VAL-00760,Split,Gold,53,12,8,56,56,1.0,1
VAL-00761,Breeze,Silver,41,9,7,56,49,1.14,0
VAL-00762,Breeze,Gold,60,10,4,69,71,0.97,1
VAL-00763,Ascent,Silver,53,15,6,64,59,1.08,1
VAL-00764,Lotus,Platinum,77,11,6,55,51,1.08,1
VAL-00765,Breeze,Gold,56,11,5,61,59,1.03,0
VAL-00766,Haven,Diamond,56,8,1,57,57,1.0,0
VAL-00767,Sunset,Silver,65,10,9,70,52,1.35,1
VAL-00768,Bind,Ascendant,55,12,9,43,51,0.84,1
VAL-00769,Lotus,Gold,63,15,6,65,50,1.3,1
VAL-00770,Haven,Silver,49,6,7,65,49,1.33,1
VAL-00771,Icebox,Gold,42,15,9,53,61,0.87,1
VAL-00772,Breeze,Silver,44,10,3,51,57,0.89,0
VAL-00773,Breeze,Silver,51,12,2,72,80,0.9,0
VAL-00774,Split,Gold,56,15,7,58,66,0.88,0
VAL-00775,Haven,Platinum,61,21,6,74,63,1.17,1
VAL-00776,Split,Ascendant,60,14,6,50,57,0.88,0
VAL-00777,Ascent,Gold,55,10,9,59,57,1.04,1
VAL-00778,Split,Ascendant,42,13,6,54,45,1.2,1
VAL-00779,Ascent,Ascendant,63,14,8,56,48,1.17,1
VAL-00780,Ascent,Diamond,37,6,12,63,49,1.29,1
VAL-00781,Breeze,Gold,41,8,13,52,44,1.18,1
VAL-00782,Icebox,Silver,56,14,10,58,59,0.98,1
VAL-00783,Split,Silver,65,14,0,52,44,1.18,1
VAL-00784,Haven,Platinum,63,14,9,66,63,1.05,1
VAL-00785,Ascent,Gold,54,15,12,79,58,1.36,1
VAL-00786,Breeze,Silver,60,11,8,73,76,0.96,1
VAL-00787,Bind,Gold,42,16,5,50,63,0.79,1
VAL-00788,Lotus,Silver,48,19,6,55,49,1.12,0
VAL-00789,Icebox,Platinum,48,9,11,59,46,1.28,1
VAL-00790,Pearl,Silver,43,7,5,40,75,0.53,0
VAL-00791,Bind,Platinum,51,12,4,59,51,1.16,1
VAL-00792,Lotus,Diamond,52,16,5,65,53,1.23,1
VAL-00793,Bind,Silver,49,15,7,60,56,1.07,1
VAL-00794,Split,Gold,52,13,6,59,60,0.98,0
VAL-00795,Ascent,Diamond,21,3,2,53,75,0.71,0
VAL-00796,Icebox,Gold,60,9,6,57,62,0.92,0
VAL-00797,Sunset,Silver,50,16,13,55,61,0.9,1
VAL-00798,Ascent,Gold,50,5,8,50,59,0.85,0
VAL-00799,Sunset,Platinum,38,12,9,69,61,1.13,1
VAL-00800,Lotus,Platinum,74,10,3,76,68,1.12,1
VAL-00801,Breeze,Silver,74,15,9,54,55,0.98,0
VAL-00802,Pearl,Gold,35,5,12,50,55,0.91,0
VAL-00803,Haven,Gold,52,11,8,52,70,0.74,0
VAL-00804,Ascent,Diamond,66,13,3,50,54,0.93,0
VAL-00805,Icebox,Gold,51,11,9,55,53,1.04,1
VAL-00806,Bind,Diamond,48,14,9,63,72,0.88,0
VAL-00807,Icebox,Gold,47,6,5,72,57,1.26,0
VAL-00808,Lotus,Platinum,59,8,10,44,59,0.75,0
VAL-00809,Sunset,Gold,86,11,8,69,57,1.21,1
VAL-00810,Bind,Platinum,65,13,1,60,55,1.09,0
VAL-00811,Haven,Gold,42,14,5,39,57,0.68,0
VAL-00812,Haven,Diamond,47,13,6,47,57,0.82,0
VAL-00813,Ascent,Gold,52,8,7,65,69,0.94,0
VAL-00814,Lotus,Gold,45,10,7,51,51,1.0,0
VAL-00815,Breeze,Gold,42,16,9,56,80,0.7,0
VAL-00816,Lotus,Diamond,64,20,9,59,53,1.11,0
VAL-00817,Sunset,Platinum,49,14,12,72,69,1.04,1
VAL-00818,Icebox,Gold,59,13,8,47,46,1.02,0
VAL-00819,Haven,Platinum,76,7,11,66,53,1.25,1
VAL-00820,Icebox,Platinum,49,13,10,73,58,1.26,1
VAL-00821,Icebox,Ascendant,58,5,11,50,51,0.98,0
VAL-00822,Icebox,Diamond,43,17,12,68,66,1.03,1
VAL-00823,Haven,Platinum,60,14,6,55,66,0.83,0
VAL-00824,Split,Gold,71,12,7,53,53,1.0,1
VAL-00825,Sunset,Diamond,70,7,1,57,42,1.36,0
VAL-00826,Sunset,Platinum,56,13,10,62,66,0.94,0
VAL-00827,Bind,Immortal,49,6,10,53,61,0.87,0
VAL-00828,Lotus,Silver,58,11,7,69,55,1.25,1
VAL-00829,Lotus,Silver,56,14,9,56,54,1.04,1
VAL-00830,Pearl,Silver,61,9,10,40,53,0.75,0
VAL-00831,Lotus,Platinum,47,12,7,59,68,0.87,0
VAL-00832,Haven,Ascendant,50,21,8,47,57,0.82,1
VAL-00833,Breeze,Silver,52,5,7,57,74,0.77,0
VAL-00834,Ascent,Platinum,63,9,7,64,84,0.76,0
VAL-00835,Pearl,Platinum,65,11,5,53,67,0.79,0
VAL-00836,Ascent,Platinum,50,10,3,43,83,0.52,1
VAL-00837,Sunset,Gold,41,14,3,50,67,0.75,1
VAL-00838,Ascent,Diamond,59,14,7,73,56,1.3,1
VAL-00839,Ascent,Silver,64,12,4,62,76,0.82,0
VAL-00840,Pearl,Diamond,53,13,4,69,58,1.19,1
VAL-00841,Bind,Gold,46,5,5,77,84,0.92,0
VAL-00842,Icebox,Gold,49,14,6,81,55,1.47,1
VAL-00843,Lotus,Diamond,75,13,10,62,69,0.9,1
VAL-00844,Lotus,Gold,58,9,1,57,60,0.95,0
VAL-00845,Haven,Silver,67,18,7,54,49,1.1,1
VAL-00846,Pearl,Platinum,45,12,4,61,51,1.2,0
VAL-00847,Haven,Gold,70,13,7,65,36,1.81,1
VAL-00848,Breeze,Gold,66,12,5,67,59,1.14,1
VAL-00849,Breeze,Gold,54,5,6,50,65,0.77,0
VAL-00850,Haven,Silver,62,8,2,50,38,1.32,0
VAL-00851,Pearl,Gold,71,11,8,58,29,2.0,1
VAL-00852,Haven,Silver,42,16,7,60,51,1.18,1
VAL-00853,Lotus,Ascendant,49,10,7,76,61,1.25,1
VAL-00854,Split,Silver,61,13,10,36,50,0.72,0
VAL-00855,Ascent,Gold,55,14,3,54,62,0.87,0
VAL-00856,Split,Silver,60,9,4,68,54,1.26,1
VAL-00857,Pearl,Silver,63,8,12,50,46,1.09,1
VAL-00858,Split,Platinum,61,9,9,60,67,0.9,0
VAL-00859,Breeze,Platinum,52,9,1,70,63,1.11,0
VAL-00860,Sunset,Silver,53,8,6,67,56,1.2,0
VAL-00861,Ascent,Silver,74,15,10,67,41,1.63,1
VAL-00862,Icebox,Silver,56,14,13,58,55,1.05,1
VAL-00863,Pearl,Diamond,71,8,12,61,51,1.2,1
VAL-00864,Ascent,Platinum,72,13,6,62,54,1.15,0
VAL-00865,Split,Silver,46,11,7,55,51,1.08,0
VAL-00866,Breeze,Gold,64,12,2,68,56,1.21,1
